sample_index,image_path,source_group,part,part_index,valid,method,candidate_index,score,area,mask_sha256
1135,hyena/cropped_images/head/8b046377-529a-460d-8114-887322c52cde/train2022_000000002912_head.jpg,train2022_000000002912,head,0,False,box_center,2,0.77734375,0.6532379248658319,
1136,hyena/cropped_images/head/8b046377-529a-460d-8114-887322c52cde/train2022_000000003053_head.jpg,train2022_000000003053,head,0,True,center,0,0.9765625,0.7214262619730833,c464f52119c7144ef75aa6fea8e5bbd6dc571fffef3b5ae679e3b5e996604970
1137,hyena/cropped_images/head/8b530229-7b7d-4744-a09d-d489933fc659/train2022_000000000715_head.jpg,train2022_000000000715,head,0,True,center,0,0.97265625,0.6940172897861161,e9da74584415e21d849aeaa61f45c379a7fc4d5210565ec16ae36b1683acbe0c
1138,hyena/cropped_images/head/8b530229-7b7d-4744-a09d-d489933fc659/train2022_000000001127_head.jpg,train2022_000000001127,head,0,True,center,2,0.984375,0.6567442768527201,d9c745128ce484e7b23f457c249c649f11e0a293f564093bcb1a25e05bb574e8
1139,hyena/cropped_images/head/8b530229-7b7d-4744-a09d-d489933fc659/train2022_000000001663_head.jpg,train2022_000000001663,head,0,True,center,2,0.9609375,0.6385568447562511,6f68c0f1380f564029ae7944dd4d237af2bda86f463b77f36f4136f3533c751c
1140,hyena/cropped_images/head/8b7d4bbc-67e2-4588-9156-9748edce3fb5/train2022_000000002147_head.jpg,train2022_000000002147,head,0,True,center,0,0.9765625,0.6000189785418704,97eda0e159edb3be62905a9e73f4d80a1fe1071494ebe0fea889b998c03707c2
1141,hyena/cropped_images/head/8b7d4bbc-67e2-4588-9156-9748edce3fb5/train2022_000000002225_head.jpg,train2022_000000002225,head,0,True,center,2,0.9765625,0.555013912555812,02b05a7163c1a1178bfcb1cf8b4cdd0b129f56f21762f5ee95e0d824dc38fe6d
1142,hyena/cropped_images/head/8b7d4bbc-67e2-4588-9156-9748edce3fb5/train2022_000000002698_head.jpg,train2022_000000002698,head,0,False,box_center,2,0.7578125,0.566380056637272,
1143,hyena/cropped_images/head/8c3be170-b41e-411e-9940-1f5960cfa850/train2022_000000000092_head.jpg,train2022_000000000092,head,0,True,center,0,0.96875,0.49520842286205413,2b956bbc44d60e68294e00e0c84f59a075d460cefcbb4843c50d16993e7e17da
1144,hyena/cropped_images/head/8c3be170-b41e-411e-9940-1f5960cfa850/train2022_000000000517_head.jpg,train2022_000000000517,head,0,True,center,2,0.94921875,0.4887339436519764,9718336ba9bed8661940801cfd4fef65cc6b2b59adfa46e66834c89b60c1cb3a
1145,hyena/cropped_images/head/8c3be170-b41e-411e-9940-1f5960cfa850/train2022_000000001323_head.jpg,train2022_000000001323,head,0,True,center,0,0.98046875,0.4426179151803409,bab6a66d5e7b80b965f8b72c72351abc5445a3743760c3a819306da9db153703
1146,hyena/cropped_images/head/8c3be170-b41e-411e-9940-1f5960cfa850/train2022_000000001912_head.jpg,train2022_000000001912,head,0,True,center,0,0.984375,0.5237199168069724,f7502ff74649698b427415de8bc7e648c898ab32788b3c5ac398771a936abbc0
1147,hyena/cropped_images/head/8c3be170-b41e-411e-9940-1f5960cfa850/train2022_000000003091_head.jpg,train2022_000000003091,head,0,False,box_center,2,0.76171875,0.5206432748538011,
1148,hyena/cropped_images/head/8c5534ba-2153-455d-b8e5-468a1c35b511/train2022_000000000866_head.jpg,train2022_000000000866,head,0,True,box_center,2,0.859375,0.6051787774834403,1dd9e3238d842b641102de659a6ceacde4070278dbc8007cc2e1a3e8b3fd4b24
1149,hyena/cropped_images/head/8c5534ba-2153-455d-b8e5-468a1c35b511/train2022_000000002176_head.jpg,train2022_000000002176,head,0,False,box_center,2,0.71484375,0.5249331387590781,
1150,hyena/cropped_images/head/8c5534ba-2153-455d-b8e5-468a1c35b511/train2022_000000002784_head.jpg,train2022_000000002784,head,0,True,box_center,2,0.91015625,0.5411698607903115,02fb02c96f566cd02648e8cf10d5accc11739d02519ba2bd244063fb3a9424e9
1151,hyena/cropped_images/head/8c755bf5-a137-4d36-b924-def3665fc42e/train2022_000000000104_head.jpg,train2022_000000000104,head,0,True,center,0,0.96484375,0.5962701612903226,81fb665c3c14734879e4ae6f1462aa41832a135bef82271a70927ef4c36e4bac
1152,hyena/cropped_images/head/8c755bf5-a137-4d36-b924-def3665fc42e/train2022_000000001142_head.jpg,train2022_000000001142,head,0,True,center,2,0.94140625,0.5122204493072968,8e46afd9175aff92d7020fd1346d22d8d4f47b11c5c0a4f5309f15196f48abbf
1153,hyena/cropped_images/head/8c755bf5-a137-4d36-b924-def3665fc42e/train2022_000000001470_head.jpg,train2022_000000001470,head,0,True,center,0,0.96484375,0.5961191335740073,124f60a821656d4b08186508a3a9645965b02fc89eff0e28f0836aa45777b996
1154,hyena/cropped_images/head/8c755bf5-a137-4d36-b924-def3665fc42e/train2022_000000001554_head.jpg,train2022_000000001554,head,0,True,center,0,0.96484375,0.5694871892295806,dfd4be4e9f958b7fc294ef8d7d7aa84d198736bbbae1980b66620bc35e298de9
1155,hyena/cropped_images/head/8c755bf5-a137-4d36-b924-def3665fc42e/train2022_000000002964_head.jpg,train2022_000000002964,head,0,True,center,2,0.95703125,0.49664999929175463,67b9f8b1e350584af78cf2fc49f2e5a3796a119758413aa058a6b67852f1fb9e
1156,hyena/cropped_images/head/8d704d6e-76b3-4fef-b7e7-5522bc453d98/train2022_000000000760_head.jpg,train2022_000000000760,head,0,True,center,2,0.98046875,0.5977641543454743,308ab42b2f3dc3aedd11e668f36afdfba8abb65110fd0438062790895cbdf43f
1157,hyena/cropped_images/head/8d704d6e-76b3-4fef-b7e7-5522bc453d98/train2022_000000001125_head.jpg,train2022_000000001125,head,0,True,center,0,0.97265625,0.4651161882444835,53f30583ba37bd40d1d627e0cd460f49c574ec26e2498c29e7ad73b1478169d1
1158,hyena/cropped_images/head/8d704d6e-76b3-4fef-b7e7-5522bc453d98/train2022_000000001901_head.jpg,train2022_000000001901,head,0,True,center,0,0.95703125,0.5735426008968609,814360884edb71e9536afad20d70d8ae8438e93ad04d1bf86f0aab7e24ede6a7
1159,hyena/cropped_images/head/8d704d6e-76b3-4fef-b7e7-5522bc453d98/train2022_000000002626_head.jpg,train2022_000000002626,head,0,True,center,0,0.9765625,0.5526592797783934,df097766246ffd6f3fdbd82c5c0a81f4345cce3ed045eb661171b9fc77b1d378
1160,hyena/cropped_images/head/8d704d6e-76b3-4fef-b7e7-5522bc453d98/train2022_000000002845_head.jpg,train2022_000000002845,head,0,True,center,0,0.96875,0.5443285398009454,f6ea14737cc9169299acbf0586fb78f52ffec07886c120a56937ff3b87648e1a
1161,hyena/cropped_images/head/8d704d6e-76b3-4fef-b7e7-5522bc453d98/train2022_000000002926_head.jpg,train2022_000000002926,head,0,True,center,0,0.96875,0.5635930047694754,ac7eaa32b863e57c3c5e081333810f7bd849613f7692a452837e6d42d65110a6
1162,hyena/cropped_images/head/8e52a7f7-8046-4567-b92a-e5941b184745/train2022_000000001776_head.jpg,train2022_000000001776,head,0,True,center,2,0.95703125,0.6975308641975309,039c01efc38037686711fa70f1e98e54349cfe8d31b3a04098637c4cc95dad20
1163,hyena/cropped_images/head/8e52a7f7-8046-4567-b92a-e5941b184745/train2022_000000002611_head.jpg,train2022_000000002611,head,0,True,center,2,0.9765625,0.6395690460572088,1aaeddec92d88b97b88de942423ce7ba83a0659e14c17a8c598a999546988d49
1164,hyena/cropped_images/head/8e52a7f7-8046-4567-b92a-e5941b184745/train2022_000000003101_head.jpg,train2022_000000003101,head,0,True,center,0,0.97265625,0.5451454964575788,dda55fd61f215e1bf4c47cf0c295fe6fcca5256a1d4e2d03f013845f39f1826f
1165,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000000267_head.jpg,train2022_000000000267,head,0,False,box_center,0,0.76953125,0.8981788079470199,
1166,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000000471_head.jpg,train2022_000000000471,head,0,True,center,2,0.9609375,0.5791890318825583,cca0e8cfc113bcaee76823bf7a5018ce1784181639fd533550d89591a98af6f9
1167,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000000595_head.jpg,train2022_000000000595,head,0,True,center,0,0.96875,0.4931832961724266,cb89fe4e73d26ad6b4e9cb9a3eb6602d02dfcb20ea590156a463d3d4af84383c
1168,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000001117_head.jpg,train2022_000000001117,head,0,True,center,0,0.92578125,0.5158730158730159,3d0680b51eee3443a8526193b354a45a3e3ec61dde762a6459295ff049cd2874
1169,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000001709_head.jpg,train2022_000000001709,head,0,True,center,0,0.9765625,0.528758561841286,c4b998cfa2d8c933c985c051ed29a3f71cd4a9814265a1969c13ad39ef62e142
1170,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000001903_head.jpg,train2022_000000001903,head,0,False,box_center,2,0.83203125,0.6963423876191616,
1171,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000001914_head.jpg,train2022_000000001914,head,0,True,center,2,0.95703125,0.5018153272495339,2161bc81721eb7f03eed5e0001f8be7c3e5218f5233356f08ee12f9aed47488e
1172,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000002472_head.jpg,train2022_000000002472,head,0,True,center,2,0.9140625,0.5014275559077508,b48f8c024eb54fdedcb531b83d8dfaed8d7f6570c48ef0b718cdcc83c17d9d7e
1173,hyena/cropped_images/head/8e9cd5f5-095b-4295-8bbc-a3a67cffd935/train2022_000000002708_head.jpg,train2022_000000002708,head,0,False,center,0,0.765625,0.7937031107762815,
1174,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000000272_head.jpg,train2022_000000000272,head,0,True,box_center,2,0.9453125,0.5873169191919192,a6d700f95f215423b31140a31b4a34377c1c52c67e3cd317ddae432da97889de
1175,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000000635_head.jpg,train2022_000000000635,head,0,True,center,2,0.94140625,0.43138009049773757,e095224ca563fc1ebac413bacbc09f75936ec8f12e580487f4fbf5d03d06ff45
1176,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000000646_head.jpg,train2022_000000000646,head,0,True,center,0,0.94921875,0.5479736179814284,dea5d1cc5ce48626a5a1d0c4251b05dc6b45df6c48db1dd458e098b0f1dedc24
1177,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000000656_head.jpg,train2022_000000000656,head,0,True,center,2,0.90625,0.47574446607542,3e5e31bf0ecb8f485caebbcd36524089a20b2bdb558266e9af3ba8aa080db75f
1178,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000000673_head.jpg,train2022_000000000673,head,0,True,center,2,0.859375,0.5295148669796557,56d3c9fae6e94b9142f17ca3721e042e4ddd0c7b6c7fda7314a7e23a1049da99
1179,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000000770_head.jpg,train2022_000000000770,head,0,True,box_center,2,0.90234375,0.6371180598683394,af461e49d6362e31c1ad372bdc5514abd91eb301a1fb0c8d5321d90142cd7a90
1180,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000000985_head.jpg,train2022_000000000985,head,0,True,center,0,0.96484375,0.6543260903794678,01b890940df99f469de5ea76ab1482102c932c8aaf6dd47e7af64a2e956c0bc0
1181,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000001141_head.jpg,train2022_000000001141,head,0,True,center,0,0.95703125,0.5182598187311178,023702f908ca31917ff7e71e256f6a801889e5094f1fdd301f745c4c19cfb335
1182,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000001690_head.jpg,train2022_000000001690,head,0,False,center,0,0.81640625,0.5689091458322227,
1183,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000001995_head.jpg,train2022_000000001995,head,0,True,center,0,0.9140625,0.5466930359660317,9095f48960c0c0b2a20cd6c398969d7d7caa863862c8b843c9a54a5c145f055d
1184,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000002063_head.jpg,train2022_000000002063,head,0,False,box_center,2,0.83984375,0.6096079415137615,
1185,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000002157_head.jpg,train2022_000000002157,head,0,True,center,0,0.984375,0.6402148549288953,5d6a472b6def59e5b127688bf4fdfe0eb6b2146e7e5b33fe9478ca29db536375
1186,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000002216_head.jpg,train2022_000000002216,head,0,False,box_center,2,0.75390625,0.7830744964814366,
1187,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000002302_head.jpg,train2022_000000002302,head,0,True,center,0,0.90625,0.8487630654990113,f7bd34705ea21b9e074fcfd83d9a0fafcaaa61fa1b8d2a3f02279a605dae7eaa
1188,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000002603_head.jpg,train2022_000000002603,head,0,False,box_center,2,0.74609375,0.4639461845344198,
1189,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000002826_head.jpg,train2022_000000002826,head,0,True,box_center,2,0.9296875,0.6147836078130984,74209a0c8c737ecb8f2072a913959bc80c1af1422597b5455c33cd3a30bcafb1
1190,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000002854_head.jpg,train2022_000000002854,head,0,False,box_center,2,0.6796875,0.48069159206599965,
1191,hyena/cropped_images/head/9003c31f-6d6f-4ad9-b535-4e5c5698659b/train2022_000000002954_head.jpg,train2022_000000002954,head,0,True,center,0,0.984375,0.5512289896244051,536c816dd78b6ad802530610755bb1956722ac50511a39c222560adcba6a405c
1192,hyena/cropped_images/head/9110686e-9241-4260-ab50-18cf4ae4a49f/train2022_000000000562_head.jpg,train2022_000000000562,head,0,False,box_center,2,0.8203125,0.49281949458483754,
1193,hyena/cropped_images/head/9110686e-9241-4260-ab50-18cf4ae4a49f/train2022_000000000780_head.jpg,train2022_000000000780,head,0,False,box_center,0,0.83984375,0.5826467775865366,
1194,hyena/cropped_images/head/9110686e-9241-4260-ab50-18cf4ae4a49f/train2022_000000001763_head.jpg,train2022_000000001763,head,0,True,center,2,0.85546875,0.46544541459795696,e9d5c81a728d268ac7e3d219a981b9b4b2324411feaa42fffe4b66ed02f1a547
1195,hyena/cropped_images/head/9110686e-9241-4260-ab50-18cf4ae4a49f/train2022_000000002360_head.jpg,train2022_000000002360,head,0,True,box_center,0,0.97265625,0.7598605524269241,75f8a71647bb8a10bb85e351f36608456047fd8ef5116adaf5a120a12c25ddf2
1196,hyena/cropped_images/head/9110686e-9241-4260-ab50-18cf4ae4a49f/train2022_000000002761_head.jpg,train2022_000000002761,head,0,True,box_center,0,0.92578125,0.7184969461634915,fe35427b784444d7deff3c77f2bb607e68d868c66f5458ea7b85f187d43e305c
1197,hyena/cropped_images/head/9110686e-9241-4260-ab50-18cf4ae4a49f/train2022_000000002945_head.jpg,train2022_000000002945,head,0,True,center,0,0.98046875,0.5383452462663606,6e80ea9697f6f91f93dd1b19b3f100aaf7fd9eaeeda7c7049004bce7c00eadc5
1198,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000000016_head.jpg,train2022_000000000016,head,0,True,center,2,0.94921875,0.6244774833010127,3c125063dd84905bd859484f0f45b6505abe68d23db5d066cc6b778f28afb06a
1199,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000001281_head.jpg,train2022_000000001281,head,0,True,center,2,0.91796875,0.4470243561152652,f5f18e52c941b212c80dafac89eaefc86db6c4dcace82f12f36ac6657fa19f5b
1200,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000001718_head.jpg,train2022_000000001718,head,0,True,box_center,0,0.86328125,0.7048981614199006,f5f8258641d6d0e0eb0e2c2b0fcf7575743afb6e4af0eb862025c11bc4015dc6
1201,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000001881_head.jpg,train2022_000000001881,head,0,True,box_center,2,0.89453125,0.5479569211276528,fc11ec2554acc36796f20ba29d443fe404d09c0cccf59c958da0a791cd993a12
1202,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000002294_head.jpg,train2022_000000002294,head,0,True,center,2,0.94140625,0.6178435761769095,bfc6b6471776ede1355032f545450db8265989481cedddc0c4988aeb5880dae2
1203,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000002779_head.jpg,train2022_000000002779,head,0,False,box_center,2,0.83984375,0.48786436644854253,
1204,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000002796_head.jpg,train2022_000000002796,head,0,True,center,2,0.9296875,0.6485758439312095,cd5c7be102c900b3f1515cb2453d56fc43c1481a7eca09b5f5be4840b9615ed2
1205,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000002997_head.jpg,train2022_000000002997,head,0,True,center,0,0.89453125,0.6145925628853095,bde9615186d90660f06f2643a70f8b986877945e378f907bdd63e6aeac2f1167
1206,hyena/cropped_images/head/91be8644-a55d-45bf-9b4e-34c56c607690/train2022_000000003050_head.jpg,train2022_000000003050,head,0,True,center,2,0.94921875,0.5812832595724857,386cfa57a3e8039eb4a5708da99a79f17919a1da25b42d229e179d05e4d0ff3a
1207,hyena/cropped_images/head/95a161f7-5a75-4e56-9b3e-ae37f1d61a31/train2022_000000001785_head.jpg,train2022_000000001785,head,0,True,center,0,0.98046875,0.6478696384235609,19a34201beb7d979e9874db40d2c5751c981ab4c8d6d8b8206ec5b5f014ffb0e
1208,hyena/cropped_images/head/95a161f7-5a75-4e56-9b3e-ae37f1d61a31/train2022_000000002777_head.jpg,train2022_000000002777,head,0,True,box_center,2,0.953125,0.49968361105252057,51c3ab73b993a487458ea0829ed1938eb43ea4eca34d9b37dc77280859a2ffa7
1209,hyena/cropped_images/head/96229e46-d462-4f06-a46b-8661b61fb0ec/train2022_000000000107_head.jpg,train2022_000000000107,head,0,True,center,0,0.95703125,0.5761009982384028,e84f969ae22cb3c4b0651bd0eae1170ae72caad8ce81aa674286673736775d83
1210,hyena/cropped_images/head/96229e46-d462-4f06-a46b-8661b61fb0ec/train2022_000000000998_head.jpg,train2022_000000000998,head,0,True,center,2,0.96875,0.5335003509791106,dd343152084a7da10e9ac27e79a266a2a92afbf2d09dfaaf36e91df1cc613306
1211,hyena/cropped_images/head/96229e46-d462-4f06-a46b-8661b61fb0ec/train2022_000000001345_head.jpg,train2022_000000001345,head,0,True,center,0,0.95703125,0.5335640729820963,7c9ad5eec332d7bdecdfe89be864347df4e46fda368c771e8ee8fe67dd65d067
1212,hyena/cropped_images/head/96229e46-d462-4f06-a46b-8661b61fb0ec/train2022_000000001839_head.jpg,train2022_000000001839,head,0,True,box_center,0,0.875,0.7066326530612245,3b81e366ba82a2d7ac630509de828b71a31afbb38002287380f47017b705e63d
1213,hyena/cropped_images/head/970a8e69-2ce2-4515-bb96-de91d7afcb00/train2022_000000002258_head.jpg,train2022_000000002258,head,0,True,box_center,2,0.95703125,0.5891675296024492,e50759ce8740b6d072281e212891d6e5fcd8f20ef8fed63b0385486a00348f1b
1214,hyena/cropped_images/head/970a8e69-2ce2-4515-bb96-de91d7afcb00/train2022_000000002464_head.jpg,train2022_000000002464,head,0,True,center,2,0.9375,0.46206092757816897,66b2aaed8bc095567a7fcd0ea643ef17a8061c9f2f5b5e1160a02feef2d4903d
1215,hyena/cropped_images/head/981331f5-85cc-41d1-bbf6-6733aa8e2c42/train2022_000000000027_head.jpg,train2022_000000000027,head,0,True,box_center,0,0.9375,0.7254239901325933,e9f7ffe6224216c88ffbc83b82dca57868663350735ff8457d8f200f53ab6cb2
1216,hyena/cropped_images/head/981331f5-85cc-41d1-bbf6-6733aa8e2c42/train2022_000000000391_head.jpg,train2022_000000000391,head,0,True,center,0,0.96875,0.53485216211279,9e15efed416840d71151539b7fc3dba6ce1dc6a78cd6d15998851c6429840f95
1217,hyena/cropped_images/head/981331f5-85cc-41d1-bbf6-6733aa8e2c42/train2022_000000000530_head.jpg,train2022_000000000530,head,0,True,center,0,0.96875,0.5464009287925696,765b0943eaf982af7980f511c86c282edbfd0508029ac4e8b52336b644d136d0
1218,hyena/cropped_images/head/981331f5-85cc-41d1-bbf6-6733aa8e2c42/train2022_000000001947_head.jpg,train2022_000000001947,head,0,True,center,0,0.9765625,0.5334994005044031,8cf3195c99485b008c1894d872158b2408c5711eae7e07ad5cdb6c264be2174f
1219,hyena/cropped_images/head/981331f5-85cc-41d1-bbf6-6733aa8e2c42/train2022_000000003019_head.jpg,train2022_000000003019,head,0,True,box_center,0,0.953125,0.5132739856297549,2d73a42ca90fe5f2487ddef0e155206d513757bac79b94db16718e11791f9080
1220,hyena/cropped_images/head/992f8369-b55b-43c6-b0ce-a9a51a54320c/train2022_000000000755_head.jpg,train2022_000000000755,head,0,True,center,0,0.953125,0.6860043509789703,f639446680667dd303160edb32319a8bde069e89592514561e02984610c5e004
1221,hyena/cropped_images/head/992f8369-b55b-43c6-b0ce-a9a51a54320c/train2022_000000000927_head.jpg,train2022_000000000927,head,0,True,box_center,2,0.9453125,0.48257485793921073,323375a6eaf06534f4011f8f137e370c05ea95b52dae9240726954d956b82c6d
1222,hyena/cropped_images/head/992f8369-b55b-43c6-b0ce-a9a51a54320c/train2022_000000000964_head.jpg,train2022_000000000964,head,0,False,box_center,2,0.76171875,0.6509465791940019,
1223,hyena/cropped_images/head/992f8369-b55b-43c6-b0ce-a9a51a54320c/train2022_000000001854_head.jpg,train2022_000000001854,head,0,False,box_center,2,0.78125,0.650126351868168,
1224,hyena/cropped_images/head/992f8369-b55b-43c6-b0ce-a9a51a54320c/train2022_000000001889_head.jpg,train2022_000000001889,head,0,True,box_center,2,0.90625,0.5978417717548152,e2ed0c41aff327c63426cea241a4805e9f62bac081eace8586283923d4a64330
1225,hyena/cropped_images/head/992f8369-b55b-43c6-b0ce-a9a51a54320c/train2022_000000001976_head.jpg,train2022_000000001976,head,0,False,box_center,2,0.8203125,0.7133748062893249,
1226,hyena/cropped_images/head/992f8369-b55b-43c6-b0ce-a9a51a54320c/train2022_000000002866_head.jpg,train2022_000000002866,head,0,True,box_center,2,0.89453125,0.7803687061244251,007d67a1e5820e382ad5156d9d2addbaae30a16efb4382ab00c448be18760049
1227,hyena/cropped_images/head/9aeef74b-58bf-4133-abd3-e611b7ba11f7/train2022_000000001343_head.jpg,train2022_000000001343,head,0,True,box_center,2,0.9453125,0.6272012000113208,c80fa14662f2d3de1dc79b12cd791599fc17bf02a9e7443b692003d0c40d1ca3
1228,hyena/cropped_images/head/9aeef74b-58bf-4133-abd3-e611b7ba11f7/train2022_000000001594_head.jpg,train2022_000000001594,head,0,True,center,2,0.88671875,0.7243400772040028,997f87f99f465d174795203efad140aaa7892d649c0a3b4fb75e0ee39162a757
1229,hyena/cropped_images/head/9aeef74b-58bf-4133-abd3-e611b7ba11f7/train2022_000000001706_head.jpg,train2022_000000001706,head,0,True,center,2,0.91796875,0.6332152908067542,7bf935fc3426dc8d7733a8bff3781aa9f8de2367ad29d42e7cad31f04f71cfe8
1230,hyena/cropped_images/head/9aeef74b-58bf-4133-abd3-e611b7ba11f7/train2022_000000001923_head.jpg,train2022_000000001923,head,0,True,center,2,0.96484375,0.5502829611501988,807465323d5aa07b29e9e8237985c3f917fb6a00fe4b3755756a0c16b0a62148
1231,hyena/cropped_images/head/9aeef74b-58bf-4133-abd3-e611b7ba11f7/train2022_000000002981_head.jpg,train2022_000000002981,head,0,True,center,0,0.95703125,0.6191015113232267,caf0ed21d2bb527c7e07e7c5b381a6a9bcf976bae795f2d848bef2c945713c03
1232,hyena/cropped_images/head/9d4d0203-ff17-4318-bd95-f1871e4aba4b/train2022_000000001372_head.jpg,train2022_000000001372,head,0,False,box_center,2,0.8203125,0.6426601186822182,
1233,hyena/cropped_images/head/9d4d0203-ff17-4318-bd95-f1871e4aba4b/train2022_000000003016_head.jpg,train2022_000000003016,head,0,True,center,2,0.97265625,0.21503302226319312,f01b574e6f7499d7e7bab864a35f249ff61ecee3f9edf7e7b9efcf870877dc83
1234,hyena/cropped_images/head/a052575c-682f-488a-8034-ce8b0d68e6dd/train2022_000000002180_head.jpg,train2022_000000002180,head,0,True,box_center,0,0.85546875,0.8014225394591334,cc9b02b557f27d301d27c4f0cd3f9f214886053b7e44d5078553bc210344d465
1235,hyena/cropped_images/head/a052575c-682f-488a-8034-ce8b0d68e6dd/train2022_000000002487_head.jpg,train2022_000000002487,head,0,True,center,2,0.94921875,0.7116207330437959,f993f0d5eae160290881b9ec19b36bdc796604e23710444da7e797476f0fd3cc
1236,hyena/cropped_images/head/a052575c-682f-488a-8034-ce8b0d68e6dd/train2022_000000002925_head.jpg,train2022_000000002925,head,0,True,center,2,0.91015625,0.5216249065071055,191032ccbef27bd271dbbd562dce03cdea5eac5df94220f0da7ad9bc4796c42d
1237,hyena/cropped_images/head/a0539b15-8bd3-4931-9e63-8d956755d9a6/train2022_000000000863_head.jpg,train2022_000000000863,head,0,True,center,2,0.98046875,0.7667531769751454,d20ddeac6b77335f8c34ff5b3a2b03c0c2bb1075bc1fdf4b984182b779f13fc9
1238,hyena/cropped_images/head/a0539b15-8bd3-4931-9e63-8d956755d9a6/train2022_000000002097_head.jpg,train2022_000000002097,head,0,True,center,0,0.96875,0.8510497602909571,83587deeaeede8a30342ca8e7eb65985ae8c4fc7a05b26ccbf4566d08cc764a6
1239,hyena/cropped_images/head/a0539b15-8bd3-4931-9e63-8d956755d9a6/train2022_000000002474_head.jpg,train2022_000000002474,head,0,True,center,2,0.96484375,0.5974546508456083,6c00d81631d9f383075c70175642c3dab95add7c132349f10792e6d254a24f1b
1240,hyena/cropped_images/head/a06366b7-a0e0-471e-9595-8eb50b6d499f/train2022_000000000263_head.jpg,train2022_000000000263,head,0,False,box_center,2,0.765625,0.8236835255614298,
1241,hyena/cropped_images/head/a06366b7-a0e0-471e-9595-8eb50b6d499f/train2022_000000000554_head.jpg,train2022_000000000554,head,0,True,center,2,0.96484375,0.7392826199965344,37fd2e3ebd70772a2009fa1d1a9b39356ae4cb468504f68296d15103e9d25dee
1242,hyena/cropped_images/head/a06366b7-a0e0-471e-9595-8eb50b6d499f/train2022_000000000586_head.jpg,train2022_000000000586,head,0,True,box_center,0,0.96484375,0.7559211280069849,9e291d53f673dd0e5c68c219414153de36c9eb1d185f032c044b9de9704ea93a
1243,hyena/cropped_images/head/a06366b7-a0e0-471e-9595-8eb50b6d499f/train2022_000000000708_head.jpg,train2022_000000000708,head,0,True,center,0,0.98828125,0.6006477201923166,514ba476cf788c1506974c2f8715114dc4dc6ff37f32953b7c8b1929bb01c8fc
1244,hyena/cropped_images/head/a06366b7-a0e0-471e-9595-8eb50b6d499f/train2022_000000001202_head.jpg,train2022_000000001202,head,0,False,box_center,2,0.7578125,0.6166390048898883,
